ChEMBLID	study	gene_name	drug_name	interaction_claim_source
CHEMBL535	Fuentealba2018	FGFR2	SUNITINIB	CKB
CHEMBL535	Fuentealba2018	PDGFA	SUNITINIB	MyCancerGenomeClinicalTrial
CHEMBL535	Fuentealba2018	KIT	SUNITINIB	CKB
CHEMBL535	Fuentealba2018	KDR	SUNITINIB	TEND
CHEMBL535	Fuentealba2018	KDR	SUNITINIB	TALC
CHEMBL535	Fuentealba2018	FLT1	SUNITINIB	CGI
CHEMBL535	Fuentealba2018	PDGFRA	SUNITINIB	DoCM
CHEMBL535	Fuentealba2018	KDR	SUNITINIB	MyCancerGenome
CHEMBL535	Fuentealba2018	KIT	SUNITINIB	MyCancerGenomeClinicalTrial
CHEMBL535	Fuentealba2018	FLT1	SUNITINIB	TdgClinicalTrial
CHEMBL535	Fuentealba2018	RET	SUNITINIB	TALC
CHEMBL535	Fuentealba2018	VHL	SUNITINIB	CKB
CHEMBL535	Fuentealba2018	FLT3	SUNITINIB	TEND
CHEMBL535	Fuentealba2018	FLT3	SUNITINIB	CIViC
CHEMBL535	Fuentealba2018	EGFR	SUNITINIB	CKB
CHEMBL535	Fuentealba2018	ERBB2	SUNITINIB	CKB
CHEMBL535	Fuentealba2018	PDGFRB	SUNITINIB	TEND
CHEMBL535	Fuentealba2018	FLT3	SUNITINIB	TdgClinicalTrial
CHEMBL535	Fuentealba2018	FLT1	SUNITINIB	MyCancerGenomeClinicalTrial
CHEMBL535	Fuentealba2018	KDR	SUNITINIB	TTD
CHEMBL535	Fuentealba2018	FLT3	SUNITINIB	CKB
CHEMBL535	Fuentealba2018	PDGFRA	SUNITINIB	MyCancerGenomeClinicalTrial
CHEMBL535	Fuentealba2018	BAP1	SUNITINIB	CIViC
CHEMBL535	Fuentealba2018	RET	SUNITINIB	TEND
CHEMBL535	Fuentealba2018	FLT3	SUNITINIB	MyCancerGenomeClinicalTrial
CHEMBL535	Fuentealba2018	KIT	SUNITINIB	TdgClinicalTrial
CHEMBL535	Fuentealba2018	PDGFRB	SUNITINIB	TdgClinicalTrial
CHEMBL535	Fuentealba2018	FLT1	SUNITINIB	TALC
CHEMBL535	Fuentealba2018	RET	SUNITINIB	GuideToPharmacologyInteractions
CHEMBL535	Fuentealba2018	FLT4	SUNITINIB	TEND
CHEMBL535	Fuentealba2018	FLT4	SUNITINIB	MyCancerGenomeClinicalTrial
CHEMBL535	Fuentealba2018	PDGFRA	SUNITINIB	TdgClinicalTrial
CHEMBL535	Fuentealba2018	KIT	SUNITINIB	MyCancerGenome
CHEMBL535	Fuentealba2018	FLT4	SUNITINIB	TALC
CHEMBL535	Fuentealba2018	KIT	SUNITINIB	GuideToPharmacologyInteractions
CHEMBL535	Fuentealba2018	RET	SUNITINIB	MyCancerGenome
CHEMBL535	Fuentealba2018	KIT	SUNITINIB	CIViC
CHEMBL99	Fuentealba2018	FHIT	TRICHOSTATIN	NCI
CHEMBL99	Fuentealba2018	IL2	TRICHOSTATIN	NCI
CHEMBL99	Fuentealba2018	BHLHE40	TRICHOSTATIN	NCI
CHEMBL99	Fuentealba2018	HIST3H2A	TRICHOSTATIN	NCI
CHEMBL99	Fuentealba2018	HDAC2	TRICHOSTATIN	GuideToPharmacologyInteractions
CHEMBL99	Fuentealba2018	HDAC8	TRICHOSTATIN	GuideToPharmacologyInteractions
CHEMBL99	Fuentealba2018	HDAC5	TRICHOSTATIN	GuideToPharmacologyInteractions
CHEMBL99	Fuentealba2018	HDAC3	TRICHOSTATIN	GuideToPharmacologyInteractions
CHEMBL99	Fuentealba2018	HDAC7	TRICHOSTATIN	GuideToPharmacologyInteractions
CHEMBL99	Fuentealba2018	ABCB1	TRICHOSTATIN	NCI
CHEMBL99	Fuentealba2018	HDAC4	TRICHOSTATIN	GuideToPharmacologyInteractions
CHEMBL99	Fuentealba2018	SLC25A5	TRICHOSTATIN	NCI
CHEMBL99	Fuentealba2018	BRD4	TRICHOSTATIN	NCI
CHEMBL99	Fuentealba2018	HIST4H4	TRICHOSTATIN	NCI
CHEMBL99	Fuentealba2018	HDAC1	TRICHOSTATIN	GuideToPharmacologyInteractions
CHEMBL99	Fuentealba2018	CYP3A4	TRICHOSTATIN	NCI
CHEMBL99	Fuentealba2018	BLM	TRICHOSTATIN	NCI
CHEMBL99	Fuentealba2018	HDAC9	TRICHOSTATIN	GuideToPharmacologyInteractions
CHEMBL99	Fuentealba2018	BDNF	TRICHOSTATIN	NCI
CHEMBL99	Fuentealba2018	RB1	TRICHOSTATIN	CKB
CHEMBL99	Fuentealba2018	HDAC6	TRICHOSTATIN	GuideToPharmacologyInteractions
CHEMBL99	Fuentealba2018	SFTPA1	TRICHOSTATIN	NCI
CHEMBL99	Fuentealba2018	CYP27B1	TRICHOSTATIN	NCI
CHEMBL99	Fuentealba2018	TNFSF10	TRICHOSTATIN	NCI
CHEMBL99	Fuentealba2018	PLAU	TRICHOSTATIN	NCI
CHEMBL99	Fuentealba2018	CDKN2D	TRICHOSTATIN	NCI
CHEMBL278315	Fuentealba2018	HIF1A	GELDANAMYCIN	NCI
CHEMBL278315	Fuentealba2018	CD28	GELDANAMYCIN	NCI
CHEMBL278315	Fuentealba2018	FCGR3A	GELDANAMYCIN	NCI
CHEMBL278315	Fuentealba2018	CEL	GELDANAMYCIN	NCI
CHEMBL278315	Fuentealba2018	VIM	GELDANAMYCIN	NCI
CHEMBL278315	Fuentealba2018	MYOD1	GELDANAMYCIN	NCI
CHEMBL278315	Fuentealba2018	PLAU	GELDANAMYCIN	NCI
CHEMBL278315	Fuentealba2018	FLT3	GELDANAMYCIN	NCI
CHEMBL278315	Fuentealba2018	FCGR3B	GELDANAMYCIN	NCI
CHEMBL1336	Fuentealba2018	KDR	SORAFENIB	TEND
CHEMBL1336	Fuentealba2018	PDGFRB	SORAFENIB	TEND
CHEMBL1336	Fuentealba2018	RAF1	SORAFENIB	TdgClinicalTrial
CHEMBL1336	Fuentealba2018	KIT	SORAFENIB	CGI
CHEMBL1336	Fuentealba2018	KDR	SORAFENIB	MyCancerGenome
CHEMBL1336	Fuentealba2018	KRAS	SORAFENIB	CGI
CHEMBL1336	Fuentealba2018	FLT1	SORAFENIB	MyCancerGenomeClinicalTrial
CHEMBL1336	Fuentealba2018	RET	SORAFENIB	MyCancerGenome
CHEMBL1336	Fuentealba2018	FLT3	SORAFENIB	TALC
CHEMBL1336	Fuentealba2018	FLT3	SORAFENIB	CIViC
CHEMBL1336	Fuentealba2018	KIT	SORAFENIB	TEND
CHEMBL1336	Fuentealba2018	RAF1	SORAFENIB	MyCancerGenome
CHEMBL1336	Fuentealba2018	FLT1	SORAFENIB	MyCancerGenome
CHEMBL1336	Fuentealba2018	AKT1	SORAFENIB	CKB
CHEMBL1336	Fuentealba2018	MET	SORAFENIB	CKB
CHEMBL1336	Fuentealba2018	RAF1	SORAFENIB	GuideToPharmacologyInteractions
CHEMBL1336	Fuentealba2018	BRAF	SORAFENIB	MyCancerGenome
CHEMBL1336	Fuentealba2018	CDK19	SORAFENIB	GuideToPharmacologyInteractions
CHEMBL1336	Fuentealba2018	KDR	SORAFENIB	GuideToPharmacologyInteractions
CHEMBL1336	Fuentealba2018	KDR	SORAFENIB	TALC
CHEMBL1336	Fuentealba2018	FGFR1	SORAFENIB	CKB
CHEMBL1336	Fuentealba2018	RAF1	SORAFENIB	TEND
CHEMBL1336	Fuentealba2018	RET	SORAFENIB	NCI
CHEMBL1336	Fuentealba2018	PDGFRB	SORAFENIB	MyCancerGenomeClinicalTrial
CHEMBL1336	Fuentealba2018	VEGFA	SORAFENIB	CGI
CHEMBL1336	Fuentealba2018	KDR	SORAFENIB	CIViC
CHEMBL1336	Fuentealba2018	KDR	SORAFENIB	CKB
CHEMBL1336	Fuentealba2018	BRAF	SORAFENIB	TdgClinicalTrial
CHEMBL1336	Fuentealba2018	KIT	SORAFENIB	DoCM
CHEMBL1336	Fuentealba2018	CENPE	SORAFENIB	TALC
CHEMBL1336	Fuentealba2018	FLT3	SORAFENIB	TdgClinicalTrial
CHEMBL1336	Fuentealba2018	KDR	SORAFENIB	MyCancerGenomeClinicalTrial
CHEMBL1336	Fuentealba2018	FLT3	SORAFENIB	CKB
CHEMBL1336	Fuentealba2018	FLT4	SORAFENIB	TEND
CHEMBL1336	Fuentealba2018	KIT	SORAFENIB	MyCancerGenome
CHEMBL1336	Fuentealba2018	FLT3	SORAFENIB	GuideToPharmacologyInteractions
CHEMBL1336	Fuentealba2018	BRAF	SORAFENIB	CGI
CHEMBL1336	Fuentealba2018	FLT4	SORAFENIB	MyCancerGenomeClinicalTrial
CHEMBL1336	Fuentealba2018	BRAF	SORAFENIB	TTD
CHEMBL1336	Fuentealba2018	HMOX1	SORAFENIB	CIViC
CHEMBL1336	Fuentealba2018	KIT	SORAFENIB	CIViC
CHEMBL1336	Fuentealba2018	KIT	SORAFENIB	OncoKB
CHEMBL1336	Fuentealba2018	PDGFRB	SORAFENIB	MyCancerGenome
CHEMBL1336	Fuentealba2018	KIT	SORAFENIB	TALC
CHEMBL1336	Fuentealba2018	EGFR	SORAFENIB	CKB
CHEMBL1336	Fuentealba2018	BRAF	SORAFENIB	OncoKB
CHEMBL1336	Fuentealba2018	RET	SORAFENIB	GuideToPharmacologyInteractions
CHEMBL1336	Fuentealba2018	RAF1	SORAFENIB	CGI
CHEMBL1336	Fuentealba2018	FLT1	SORAFENIB	TTD
CHEMBL1336	Fuentealba2018	BRAF	SORAFENIB	DoCM
CHEMBL1336	Fuentealba2018	FLT3	SORAFENIB	DoCM
CHEMBL1336	Fuentealba2018	RAF1	SORAFENIB	OncoKB
CHEMBL1336	Fuentealba2018	FGFR3	SORAFENIB	CKB
CHEMBL1336	Fuentealba2018	RAF1	SORAFENIB	MyCancerGenomeClinicalTrial
CHEMBL1336	Fuentealba2018	ARAF	SORAFENIB	MyCancerGenome
CHEMBL1336	Fuentealba2018	PDGFRB	SORAFENIB	ClearityFoundationClinicalTrial
CHEMBL1336	Fuentealba2018	PDGFRA	SORAFENIB	MyCancerGenomeClinicalTrial
CHEMBL1336	Fuentealba2018	FLT4	SORAFENIB	TdgClinicalTrial
CHEMBL1336	Fuentealba2018	PDGFRB	SORAFENIB	TdgClinicalTrial
CHEMBL1336	Fuentealba2018	ARAF	SORAFENIB	CIViC
CHEMBL1336	Fuentealba2018	KIT	SORAFENIB	CKB
CHEMBL1336	Fuentealba2018	BRAF	SORAFENIB	CIViC
CHEMBL1336	Fuentealba2018	DDR2	SORAFENIB	GuideToPharmacologyInteractions
CHEMBL1336	Fuentealba2018	BRAF	SORAFENIB	GuideToPharmacologyInteractions
CHEMBL1336	Fuentealba2018	KDR	SORAFENIB	ClearityFoundationClinicalTrial
CHEMBL1336	Fuentealba2018	ERBB2	SORAFENIB	CKB
CHEMBL1336	Fuentealba2018	KIT	SORAFENIB	GuideToPharmacologyInteractions
CHEMBL1336	Fuentealba2018	PDGFRB	SORAFENIB	TALC
CHEMBL1336	Fuentealba2018	RET	SORAFENIB	CIViC
CHEMBL1336	Fuentealba2018	ARAF	SORAFENIB	CGI
CHEMBL1336	Fuentealba2018	CENPE	SORAFENIB	TTD
CHEMBL1336	Fuentealba2018	CDK8	SORAFENIB	GuideToPharmacologyInteractions
CHEMBL1336	Fuentealba2018	KDR	SORAFENIB	TdgClinicalTrial
CHEMBL1336	Fuentealba2018	NRAS	SORAFENIB	CGI
CHEMBL1336	Fuentealba2018	PTEN	SORAFENIB	CKB
CHEMBL1336	Fuentealba2018	FGF3	SORAFENIB	CIViC
CHEMBL1336	Fuentealba2018	ARAF	SORAFENIB	OncoKB
CHEMBL1336	Fuentealba2018	FGFR1	SORAFENIB	GuideToPharmacologyInteractions
CHEMBL1336	Fuentealba2018	RET	SORAFENIB	TTD
CHEMBL1336	Fuentealba2018	BRAF	SORAFENIB	TEND
CHEMBL1336	Fuentealba2018	FLT3	SORAFENIB	OncoKB
CHEMBL1336	Fuentealba2018	KIT	SORAFENIB	TdgClinicalTrial
CHEMBL1336	Fuentealba2018	VHL	SORAFENIB	CGI
CHEMBL1336	Fuentealba2018	CSF1R	SORAFENIB	CKB
CHEMBL1336	Fuentealba2018	BRAF	SORAFENIB	CKB
CHEMBL1336	Fuentealba2018	FLT3	SORAFENIB	NCI
CHEMBL1336	Fuentealba2018	FLT4	SORAFENIB	TALC
CHEMBL1336	Fuentealba2018	FLT3	SORAFENIB	TEND
CHEMBL1336	Fuentealba2018	NRAS	SORAFENIB	CKB
CHEMBL1336	Fuentealba2018	KRAS	SORAFENIB	CKB
CHEMBL1336	Fuentealba2018	NF1	SORAFENIB	CGI
CHEMBL1336	Fuentealba2018	RET	SORAFENIB	CKB
CHEMBL1336	Fuentealba2018	PIK3CA	SORAFENIB	CKB
CHEMBL1336	Fuentealba2018	BRAF	SORAFENIB	ClearityFoundationClinicalTrial
CHEMBL1336	Fuentealba2018	ARAF	SORAFENIB	DoCM
CHEMBL1336	Fuentealba2018	BRAF	SORAFENIB	MyCancerGenomeClinicalTrial
CHEMBL1421	Fuentealba2018	ABL1	DASATINIB	TEND
CHEMBL1421	Fuentealba2018	EPHA2	DASATINIB	DoCM
CHEMBL1421	Fuentealba2018	DDR2	DASATINIB	CGI
CHEMBL1421	Fuentealba2018	PDGFRA	DASATINIB	DoCM
CHEMBL1421	Fuentealba2018	FYN	DASATINIB	TdgClinicalTrial
CHEMBL1421	Fuentealba2018	BRAF	DASATINIB	MyCancerGenomeClinicalTrial
CHEMBL1421	Fuentealba2018	CSF1R	DASATINIB	TALC
CHEMBL1421	Fuentealba2018	HCK	DASATINIB	ChemblInteractions
CHEMBL1421	Fuentealba2018	KIT	DASATINIB	CancerCommons
CHEMBL1421	Fuentealba2018	STAT5B	DASATINIB	TEND
CHEMBL1421	Fuentealba2018	PDGFRB	DASATINIB	ChemblInteractions
CHEMBL1421	Fuentealba2018	SRC	DASATINIB	ChemblInteractions
CHEMBL1421	Fuentealba2018	KIT	DASATINIB	OncoKB
CHEMBL1421	Fuentealba2018	HRAS	DASATINIB	CKB
CHEMBL1421	Fuentealba2018	SRC	DASATINIB	TdgClinicalTrial
CHEMBL1421	Fuentealba2018	STAT5B	DASATINIB	TdgClinicalTrial
CHEMBL1421	Fuentealba2018	EPHA2	DASATINIB	TEND
CHEMBL1421	Fuentealba2018	KIT	DASATINIB	DoCM
CHEMBL1421	Fuentealba2018	ARID1A	DASATINIB	CIViC
CHEMBL1421	Fuentealba2018	FRK	DASATINIB	ChemblInteractions
CHEMBL1421	Fuentealba2018	FGR	DASATINIB	ChemblInteractions
CHEMBL1421	Fuentealba2018	NF1	DASATINIB	CGI
CHEMBL1421	Fuentealba2018	FYN	DASATINIB	TEND
CHEMBL1421	Fuentealba2018	CBL	DASATINIB	DoCM
CHEMBL1421	Fuentealba2018	BLK	DASATINIB	ChemblInteractions
CHEMBL1421	Fuentealba2018	ABL1	DASATINIB	CGI
CHEMBL1421	Fuentealba2018	ABL1	DASATINIB	MyCancerGenome
CHEMBL1421	Fuentealba2018	DDR2	DASATINIB	DoCM
CHEMBL1421	Fuentealba2018	KIT	DASATINIB	TdgClinicalTrial
CHEMBL1421	Fuentealba2018	KIT	DASATINIB	CGI
CHEMBL1421	Fuentealba2018	ABL2	DASATINIB	TEND
CHEMBL1421	Fuentealba2018	EPHA2	DASATINIB	ChemblInteractions
CHEMBL1421	Fuentealba2018	ABL1	DASATINIB	TdgClinicalTrial
CHEMBL1421	Fuentealba2018	ABL1	DASATINIB	GuideToPharmacologyInteractions
CHEMBL1421	Fuentealba2018	KIT	DASATINIB	TALC
CHEMBL1421	Fuentealba2018	EPHA2	DASATINIB	TdgClinicalTrial
CHEMBL1421	Fuentealba2018	PDGFRA	DASATINIB	CGI
CHEMBL1421	Fuentealba2018	BRAF	DASATINIB	DoCM
CHEMBL1421	Fuentealba2018	PDGFRA	DASATINIB	OncoKB
CHEMBL1421	Fuentealba2018	SLK	DASATINIB	TTD
CHEMBL1421	Fuentealba2018	ABL2	DASATINIB	TdgClinicalTrial
CHEMBL1421	Fuentealba2018	ABL1	DASATINIB	DoCM
CHEMBL1421	Fuentealba2018	TP53	DASATINIB	CKB
CHEMBL1421	Fuentealba2018	APC	DASATINIB	CKB
CHEMBL1421	Fuentealba2018	LCK	DASATINIB	TdgClinicalTrial
CHEMBL1421	Fuentealba2018	BCR	DASATINIB	TALC
CHEMBL1421	Fuentealba2018	MET	DASATINIB	CKB
CHEMBL1421	Fuentealba2018	SRC	DASATINIB	GuideToPharmacologyInteractions
CHEMBL1421	Fuentealba2018	LCK	DASATINIB	ChemblInteractions
CHEMBL1421	Fuentealba2018	SRC	DASATINIB	TTD
CHEMBL1421	Fuentealba2018	YES1	DASATINIB	TEND
CHEMBL1421	Fuentealba2018	PDGFRB	DASATINIB	TdgClinicalTrial
CHEMBL1421	Fuentealba2018	ABL1	DASATINIB	FDA
CHEMBL1421	Fuentealba2018	KIT	DASATINIB	CIViC
CHEMBL1421	Fuentealba2018	EGFR	DASATINIB	CKB
CHEMBL1421	Fuentealba2018	IDH2	DASATINIB	CKB
CHEMBL1421	Fuentealba2018	FYN	DASATINIB	ChemblInteractions
CHEMBL1421	Fuentealba2018	BRAF	DASATINIB	CGI
CHEMBL1421	Fuentealba2018	KIT	DASATINIB	CKB
CHEMBL1421	Fuentealba2018	PDGFRB	DASATINIB	MyCancerGenomeClinicalTrial
CHEMBL1421	Fuentealba2018	LCK	DASATINIB	TEND
CHEMBL1421	Fuentealba2018	ABL1	DASATINIB	CIViC
CHEMBL1421	Fuentealba2018	KIT	DASATINIB	ChemblInteractions
CHEMBL1421	Fuentealba2018	PIK3CA	DASATINIB	CKB
CHEMBL1421	Fuentealba2018	KIT	DASATINIB	TEND
CHEMBL1421	Fuentealba2018	PDGFRB	DASATINIB	TEND
CHEMBL1421	Fuentealba2018	DDR2	DASATINIB	CIViC
CHEMBL1421	Fuentealba2018	SIK3	DASATINIB	GuideToPharmacologyInteractions
CHEMBL1421	Fuentealba2018	KRAS	DASATINIB	CIViC
CHEMBL1421	Fuentealba2018	YES1	DASATINIB	TdgClinicalTrial
CHEMBL1421	Fuentealba2018	ABL2	DASATINIB	TTD
CHEMBL1421	Fuentealba2018	SRC	DASATINIB	TEND
CHEMBL1421	Fuentealba2018	SIK1	DASATINIB	GuideToPharmacologyInteractions
CHEMBL1421	Fuentealba2018	KIT	DASATINIB	MyCancerGenomeClinicalTrial
CHEMBL1421	Fuentealba2018	SRC	DASATINIB	CancerCommons
CHEMBL1421	Fuentealba2018	LYN	DASATINIB	ChemblInteractions
CHEMBL1421	Fuentealba2018	IDH1	DASATINIB	CKB
CHEMBL1421	Fuentealba2018	KRAS	DASATINIB	CKB
CHEMBL1421	Fuentealba2018	IDH2	DASATINIB	CGI
CHEMBL1421	Fuentealba2018	BRAF	DASATINIB	CKB
CHEMBL1421	Fuentealba2018	CBL	DASATINIB	CGI
CHEMBL1421	Fuentealba2018	PDGFRA	DASATINIB	CKB
CHEMBL1421	Fuentealba2018	BCR	DASATINIB	FDA
CHEMBL1421	Fuentealba2018	SIK2	DASATINIB	GuideToPharmacologyInteractions
CHEMBL1421	Fuentealba2018	IDH1	DASATINIB	CGI
CHEMBL1421	Fuentealba2018	YES1	DASATINIB	ChemblInteractions
CHEMBL1421	Fuentealba2018	SRC	DASATINIB	TALC
CHEMBL1421	Fuentealba2018	DDR2	DASATINIB	MyCancerGenomeClinicalTrial
CHEMBL1421	Fuentealba2018	ABL1	DASATINIB	CKB
CHEMBL1421	Fuentealba2018	SRC	DASATINIB	CKB
CHEMBL1421	Fuentealba2018	ABL1	DASATINIB	ChemblInteractions
CHEMBL1421	Fuentealba2018	EPHA2	DASATINIB	MyCancerGenomeClinicalTrial
CHEMBL1421	Fuentealba2018	ABL1	DASATINIB	OncoKB
CHEMBL1421	Fuentealba2018	EPHA2	DASATINIB	CGI
CHEMBL1421	Fuentealba2018	SRMS	DASATINIB	ChemblInteractions
CHEMBL1421	Fuentealba2018	CSF3R	DASATINIB	CGI
CHEMBL553	Fuentealba2018	EGFR	ERLOTINIB	OncoKB
CHEMBL553	Fuentealba2018	EGFR	ERLOTINIB	TTD
CHEMBL553	Fuentealba2018	KRAS	ERLOTINIB	CIViC
CHEMBL553	Fuentealba2018	EGFR	ERLOTINIB	MyCancerGenome
CHEMBL553	Fuentealba2018	DDR2	ERLOTINIB	CGI
CHEMBL553	Fuentealba2018	PTEN	ERLOTINIB	CIViC
CHEMBL553	Fuentealba2018	CDH1	ERLOTINIB	CKB
CHEMBL553	Fuentealba2018	EGFR	ERLOTINIB	FDA
CHEMBL553	Fuentealba2018	EGFR	ERLOTINIB	ClearityFoundationBiomarkers
CHEMBL553	Fuentealba2018	TP53	ERLOTINIB	CKB
CHEMBL553	Fuentealba2018	EGFR	ERLOTINIB	CGI
CHEMBL553	Fuentealba2018	MET	ERLOTINIB	CKB
CHEMBL553	Fuentealba2018	BRAF	ERLOTINIB	CKB
CHEMBL553	Fuentealba2018	MAPK1	ERLOTINIB	CIViC
CHEMBL553	Fuentealba2018	DDR2	ERLOTINIB	CIViC
CHEMBL553	Fuentealba2018	EGFR	ERLOTINIB	CIViC
CHEMBL553	Fuentealba2018	ERBB4	ERLOTINIB	CKB
CHEMBL553	Fuentealba2018	EGFR	ERLOTINIB	CKB
CHEMBL553	Fuentealba2018	EGFR	ERLOTINIB	TdgClinicalTrial
CHEMBL553	Fuentealba2018	EGFR	ERLOTINIB	TEND
CHEMBL553	Fuentealba2018	EGFR	ERLOTINIB	GuideToPharmacologyInteractions
CHEMBL553	Fuentealba2018	ERBB4	ERLOTINIB	CIViC
CHEMBL553	Fuentealba2018	EGFR	ERLOTINIB	ClearityFoundationClinicalTrial
CHEMBL553	Fuentealba2018	NF2	ERLOTINIB	CGI
CHEMBL553	Fuentealba2018	EGFR	ERLOTINIB	DoCM
CHEMBL553	Fuentealba2018	KRAS	ERLOTINIB	CKB
CHEMBL553	Fuentealba2018	BIRC5	ERLOTINIB	NCI
CHEMBL553	Fuentealba2018	CBL	ERLOTINIB	CKB
CHEMBL553	Fuentealba2018	KRAS	ERLOTINIB	OncoKB
CHEMBL553	Fuentealba2018	PTEN	ERLOTINIB	ClearityFoundationBiomarkers
CHEMBL553	Fuentealba2018	NF1	ERLOTINIB	CGI
CHEMBL553	Fuentealba2018	EGFR	ERLOTINIB	TALC
CHEMBL553	Fuentealba2018	EGFR	ERLOTINIB	CancerCommons
CHEMBL553	Fuentealba2018	CYP2D6	ERLOTINIB	NCI
CHEMBL553	Fuentealba2018	APC	ERLOTINIB	CKB
CHEMBL553	Fuentealba2018	KRAS	ERLOTINIB	ClearityFoundationBiomarkers
CHEMBL553	Fuentealba2018	IGF1R	ERLOTINIB	CGI
CHEMBL553	Fuentealba2018	ERBB2	ERLOTINIB	CKB
CHEMBL553	Fuentealba2018	DDR2	ERLOTINIB	DoCM
CHEMBL44657	Fuentealba2018	MYCN	ETOPOSIDE	NCI
CHEMBL44657	Fuentealba2018	BRCA2	ETOPOSIDE	CKB
CHEMBL44657	Fuentealba2018	EIF4E	ETOPOSIDE	NCI
CHEMBL44657	Fuentealba2018	PGP	ETOPOSIDE	ClearityFoundationBiomarkers
CHEMBL44657	Fuentealba2018	BAX	ETOPOSIDE	NCI
CHEMBL44657	Fuentealba2018	ABCC1	ETOPOSIDE	NCI
CHEMBL44657	Fuentealba2018	TOP2A	ETOPOSIDE	GuideToPharmacologyInteractions
CHEMBL44657	Fuentealba2018	AFP	ETOPOSIDE	NCI
CHEMBL44657	Fuentealba2018	ITGAL	ETOPOSIDE	NCI
CHEMBL44657	Fuentealba2018	KLK3	ETOPOSIDE	NCI
CHEMBL44657	Fuentealba2018	TOP2A	ETOPOSIDE	ChemblInteractions
CHEMBL44657	Fuentealba2018	EGFR	ETOPOSIDE	CKB
CHEMBL44657	Fuentealba2018	IGF2	ETOPOSIDE	NCI
CHEMBL44657	Fuentealba2018	TOP2B	ETOPOSIDE	ChemblInteractions
CHEMBL44657	Fuentealba2018	UGT1A10	ETOPOSIDE	NCI
CHEMBL44657	Fuentealba2018	GDF15	ETOPOSIDE	NCI
CHEMBL44657	Fuentealba2018	XIAP	ETOPOSIDE	NCI
CHEMBL44657	Fuentealba2018	PLA2G1B	ETOPOSIDE	NCI
CHEMBL44657	Fuentealba2018	TOP2B	ETOPOSIDE	TTD
CHEMBL44657	Fuentealba2018	FGFR1	ETOPOSIDE	CKB
CHEMBL44657	Fuentealba2018	TOP2A	ETOPOSIDE	NCI
CHEMBL44657	Fuentealba2018	BTF3P11	ETOPOSIDE	NCI
CHEMBL44657	Fuentealba2018	E2F1	ETOPOSIDE	NCI
CHEMBL44657	Fuentealba2018	TNFSF13B	ETOPOSIDE	NCI
CHEMBL44657	Fuentealba2018	DDIT3	ETOPOSIDE	NCI
CHEMBL44657	Fuentealba2018	TP53	ETOPOSIDE	CKB
CHEMBL44657	Fuentealba2018	SLC2A4	ETOPOSIDE	NCI
CHEMBL44657	Fuentealba2018	BCL2	ETOPOSIDE	NCI
CHEMBL44657	Fuentealba2018	ACTR2	ETOPOSIDE	NCI
CHEMBL44657	Fuentealba2018	TGFB1	ETOPOSIDE	NCI
CHEMBL44657	Fuentealba2018	PAPOLA	ETOPOSIDE	NCI
CHEMBL44657	Fuentealba2018	TOP2A	ETOPOSIDE	TEND
CHEMBL44657	Fuentealba2018	NR4A1	ETOPOSIDE	NCI
CHEMBL44657	Fuentealba2018	HSPB2	ETOPOSIDE	NCI
CHEMBL44657	Fuentealba2018	TOP2A	ETOPOSIDE	TdgClinicalTrial
CHEMBL44657	Fuentealba2018	MUC16	ETOPOSIDE	NCI
CHEMBL44657	Fuentealba2018	TBP	ETOPOSIDE	NCI
CHEMBL118	Fuentealba2018	PTGS2	CELECOXIB	TALC
CHEMBL118	Fuentealba2018	CPT2	CELECOXIB	GuideToPharmacologyInteractions
CHEMBL118	Fuentealba2018	PTGS2	CELECOXIB	TdgClinicalTrial
CHEMBL118	Fuentealba2018	DDIT3	CELECOXIB	NCI
CHEMBL118	Fuentealba2018	EDN1	CELECOXIB	NCI
CHEMBL118	Fuentealba2018	APC	CELECOXIB	CKB
CHEMBL118	Fuentealba2018	CA12	CELECOXIB	GuideToPharmacologyInteractions
CHEMBL118	Fuentealba2018	GHRL	CELECOXIB	NCI
CHEMBL118	Fuentealba2018	PTGS2	CELECOXIB	MyCancerGenomeClinicalTrial
CHEMBL118	Fuentealba2018	PTGS2	CELECOXIB	ChemblInteractions
CHEMBL118	Fuentealba2018	PTGS2	CELECOXIB	TTD
CHEMBL118	Fuentealba2018	COL18A1	CELECOXIB	NCI
CHEMBL118	Fuentealba2018	CYP2C9	CELECOXIB	FDA
CHEMBL118	Fuentealba2018	BGLAP	CELECOXIB	NCI
CHEMBL118	Fuentealba2018	PDPK1	CELECOXIB	NCI
CHEMBL118	Fuentealba2018	ABL1	CELECOXIB	NCI
CHEMBL118	Fuentealba2018	HSPA4	CELECOXIB	NCI
CHEMBL118	Fuentealba2018	PLAU	CELECOXIB	NCI
CHEMBL130266	Liu2016	P2RY14	URIDINE_DIPHOSPHATE	GuideToPharmacologyInteractions
CHEMBL130266	Liu2016	GPR17	URIDINE_DIPHOSPHATE	GuideToPharmacologyInteractions
CHEMBL130266	Liu2016	P2RY6	URIDINE_DIPHOSPHATE	GuideToPharmacologyInteractions
CHEMBL428496	Liu2016	CRHR2	WORTMANNIN	TTD
CHEMBL428496	Liu2016	EIF2B1	WORTMANNIN	NCI
CHEMBL428496	Liu2016	PI4KB	WORTMANNIN	GuideToPharmacologyInteractions
CHEMBL428496	Liu2016	SLC1A1	WORTMANNIN	NCI
CHEMBL428496	Liu2016	NRG1	WORTMANNIN	NCI
