Study	pathID	Pathway	percentageTargeted	percentage_in_Human_GenAge	percentage_in_Model_GenAge	percentage_targeted_by_DrugAge
Aliper2016	hsa00330	Arginine and proline metabolism	0.08333333333333333	0	0.08333333333333333	0.25
Barardo2017	hsa00330	Arginine and proline metabolism	0	0	0.08333333333333333	0.25
Calvert2016	hsa00330	Arginine and proline metabolism	0.08333333333333333	0	0.08333333333333333	0.25
Donertas2018	hsa00330	Arginine and proline metabolism	0.08333333333333333	0	0.08333333333333333	0.25
Fernandes2016	hsa00330	Arginine and proline metabolism	0	0	0.08333333333333333	0.25
Fuentealba2018	hsa00330	Arginine and proline metabolism	0	0	0.08333333333333333	0.25
Liu2016	hsa00330	Arginine and proline metabolism	0	0	0.08333333333333333	0.25
Mofidifar2018	hsa00330	Arginine and proline metabolism	0	0	0.08333333333333333	0.25
Snell2016	hsa00330	Arginine and proline metabolism	0	0	0.08333333333333333	0.25
Snell2018	hsa00330	Arginine and proline metabolism	0.25	0	0.08333333333333333	0.25
Yang2018	hsa00330	Arginine and proline metabolism	0	0	0.08333333333333333	0.25
Ziehm2017	hsa00330	Arginine and proline metabolism	0.08333333333333333	0	0.08333333333333333	0.25
Aliper2016	hsa00340	Histidine metabolism	0	0	0	0.16666666666666666
Barardo2017	hsa00340	Histidine metabolism	0	0	0	0.16666666666666666
Calvert2016	hsa00340	Histidine metabolism	0	0	0	0.16666666666666666
Donertas2018	hsa00340	Histidine metabolism	0	0	0	0.16666666666666666
Fernandes2016	hsa00340	Histidine metabolism	0	0	0	0.16666666666666666
Fuentealba2018	hsa00340	Histidine metabolism	0	0	0	0.16666666666666666
Liu2016	hsa00340	Histidine metabolism	0	0	0	0.16666666666666666
Mofidifar2018	hsa00340	Histidine metabolism	0	0	0	0.16666666666666666
Snell2016	hsa00340	Histidine metabolism	0	0	0	0.16666666666666666
Snell2018	hsa00340	Histidine metabolism	0.16666666666666666	0	0	0.16666666666666666
Yang2018	hsa00340	Histidine metabolism	0	0	0	0.16666666666666666
Ziehm2017	hsa00340	Histidine metabolism	0	0	0	0.16666666666666666
Aliper2016	hsa00350	Tyrosine metabolism	0	0.045454545454545456	0.045454545454545456	0.18181818181818182
Barardo2017	hsa00350	Tyrosine metabolism	0	0.045454545454545456	0.045454545454545456	0.18181818181818182
Calvert2016	hsa00350	Tyrosine metabolism	0.045454545454545456	0.045454545454545456	0.045454545454545456	0.18181818181818182
Donertas2018	hsa00350	Tyrosine metabolism	0.13636363636363635	0.045454545454545456	0.045454545454545456	0.18181818181818182
Fernandes2016	hsa00350	Tyrosine metabolism	0	0.045454545454545456	0.045454545454545456	0.18181818181818182
Fuentealba2018	hsa00350	Tyrosine metabolism	0	0.045454545454545456	0.045454545454545456	0.18181818181818182
Liu2016	hsa00350	Tyrosine metabolism	0.09090909090909091	0.045454545454545456	0.045454545454545456	0.18181818181818182
Mofidifar2018	hsa00350	Tyrosine metabolism	0	0.045454545454545456	0.045454545454545456	0.18181818181818182
Snell2016	hsa00350	Tyrosine metabolism	0.09090909090909091	0.045454545454545456	0.045454545454545456	0.18181818181818182
Snell2018	hsa00350	Tyrosine metabolism	0.09090909090909091	0.045454545454545456	0.045454545454545456	0.18181818181818182
Yang2018	hsa00350	Tyrosine metabolism	0	0.045454545454545456	0.045454545454545456	0.18181818181818182
Ziehm2017	hsa00350	Tyrosine metabolism	0	0.045454545454545456	0.045454545454545456	0.18181818181818182
Aliper2016	hsa00360	Phenylalanine metabolism	0	0.1111111111111111	0	0.3333333333333333
Barardo2017	hsa00360	Phenylalanine metabolism	0	0.1111111111111111	0	0.3333333333333333
Calvert2016	hsa00360	Phenylalanine metabolism	0.1111111111111111	0.1111111111111111	0	0.3333333333333333
Donertas2018	hsa00360	Phenylalanine metabolism	0.1111111111111111	0.1111111111111111	0	0.3333333333333333
Fernandes2016	hsa00360	Phenylalanine metabolism	0	0.1111111111111111	0	0.3333333333333333
Fuentealba2018	hsa00360	Phenylalanine metabolism	0	0.1111111111111111	0	0.3333333333333333
Liu2016	hsa00360	Phenylalanine metabolism	0.1111111111111111	0.1111111111111111	0	0.3333333333333333
Mofidifar2018	hsa00360	Phenylalanine metabolism	0	0.1111111111111111	0	0.3333333333333333
Snell2016	hsa00360	Phenylalanine metabolism	0.2222222222222222	0.1111111111111111	0	0.3333333333333333
Snell2018	hsa00360	Phenylalanine metabolism	0.1111111111111111	0.1111111111111111	0	0.3333333333333333
Yang2018	hsa00360	Phenylalanine metabolism	0	0.1111111111111111	0	0.3333333333333333
Ziehm2017	hsa00360	Phenylalanine metabolism	0	0.1111111111111111	0	0.3333333333333333
Aliper2016	hsa00380	Tryptophan metabolism	0.0625	0	0.125	0.25
Barardo2017	hsa00380	Tryptophan metabolism	0.0625	0	0.125	0.25
Calvert2016	hsa00380	Tryptophan metabolism	0.0625	0	0.125	0.25
Donertas2018	hsa00380	Tryptophan metabolism	0.125	0	0.125	0.25
Fernandes2016	hsa00380	Tryptophan metabolism	0	0	0.125	0.25
Fuentealba2018	hsa00380	Tryptophan metabolism	0	0	0.125	0.25
Liu2016	hsa00380	Tryptophan metabolism	0.0625	0	0.125	0.25
Mofidifar2018	hsa00380	Tryptophan metabolism	0	0	0.125	0.25
Snell2016	hsa00380	Tryptophan metabolism	0.0625	0	0.125	0.25
Snell2018	hsa00380	Tryptophan metabolism	0.0625	0	0.125	0.25
Yang2018	hsa00380	Tryptophan metabolism	0	0	0.125	0.25
Ziehm2017	hsa00380	Tryptophan metabolism	0	0	0.125	0.25
Aliper2016	hsa00400	Phenylalanine, tyrosine and tryptophan biosynthesis	0	0	0	0.5
Barardo2017	hsa00400	Phenylalanine, tyrosine and tryptophan biosynthesis	0	0	0	0.5
Calvert2016	hsa00400	Phenylalanine, tyrosine and tryptophan biosynthesis	0	0	0	0.5
Donertas2018	hsa00400	Phenylalanine, tyrosine and tryptophan biosynthesis	0	0	0	0.5
Fernandes2016	hsa00400	Phenylalanine, tyrosine and tryptophan biosynthesis	0	0	0	0.5
Fuentealba2018	hsa00400	Phenylalanine, tyrosine and tryptophan biosynthesis	0	0	0	0.5
Liu2016	hsa00400	Phenylalanine, tyrosine and tryptophan biosynthesis	0.5	0	0	0.5
Mofidifar2018	hsa00400	Phenylalanine, tyrosine and tryptophan biosynthesis	0	0	0	0.5
Snell2016	hsa00400	Phenylalanine, tyrosine and tryptophan biosynthesis	0.5	0	0	0.5
Snell2018	hsa00400	Phenylalanine, tyrosine and tryptophan biosynthesis	0	0	0	0.5
Yang2018	hsa00400	Phenylalanine, tyrosine and tryptophan biosynthesis	0	0	0	0.5
Ziehm2017	hsa00400	Phenylalanine, tyrosine and tryptophan biosynthesis	0	0	0	0.5
Aliper2016	hsa00410	beta-Alanine metabolism	0	0	0	0.1111111111111111
Barardo2017	hsa00410	beta-Alanine metabolism	0	0	0	0.1111111111111111
Calvert2016	hsa00410	beta-Alanine metabolism	0	0	0	0.1111111111111111
Donertas2018	hsa00410	beta-Alanine metabolism	0	0	0	0.1111111111111111
Fernandes2016	hsa00410	beta-Alanine metabolism	0.1111111111111111	0	0	0.1111111111111111
Fuentealba2018	hsa00410	beta-Alanine metabolism	0	0	0	0.1111111111111111
Liu2016	hsa00410	beta-Alanine metabolism	0.1111111111111111	0	0	0.1111111111111111
Mofidifar2018	hsa00410	beta-Alanine metabolism	0	0	0	0.1111111111111111
Snell2016	hsa00410	beta-Alanine metabolism	0.2222222222222222	0	0	0.1111111111111111
Snell2018	hsa00410	beta-Alanine metabolism	0.1111111111111111	0	0	0.1111111111111111
Yang2018	hsa00410	beta-Alanine metabolism	0	0	0	0.1111111111111111
Ziehm2017	hsa00410	beta-Alanine metabolism	0	0	0	0.1111111111111111
Aliper2016	hsa00430	Taurine and hypotaurine metabolism	0	0	0	1
Barardo2017	hsa00430	Taurine and hypotaurine metabolism	0	0	0	1
Calvert2016	hsa00430	Taurine and hypotaurine metabolism	0	0	0	1
Donertas2018	hsa00430	Taurine and hypotaurine metabolism	0	0	0	1
Fernandes2016	hsa00430	Taurine and hypotaurine metabolism	1	0	0	1
Fuentealba2018	hsa00430	Taurine and hypotaurine metabolism	0	0	0	1
Liu2016	hsa00430	Taurine and hypotaurine metabolism	1	0	0	1
Mofidifar2018	hsa00430	Taurine and hypotaurine metabolism	0	0	0	1
Snell2016	hsa00430	Taurine and hypotaurine metabolism	0	0	0	1
Snell2018	hsa00430	Taurine and hypotaurine metabolism	1	0	0	1
Yang2018	hsa00430	Taurine and hypotaurine metabolism	0	0	0	1
Ziehm2017	hsa00430	Taurine and hypotaurine metabolism	0	0	0	1
Aliper2016	hsa00450	Selenocompound metabolism	0	0	0	0
Barardo2017	hsa00450	Selenocompound metabolism	0	0	0	0
Calvert2016	hsa00450	Selenocompound metabolism	0	0	0	0
Donertas2018	hsa00450	Selenocompound metabolism	0	0	0	0
Fernandes2016	hsa00450	Selenocompound metabolism	0	0	0	0
Fuentealba2018	hsa00450	Selenocompound metabolism	0	0	0	0
Liu2016	hsa00450	Selenocompound metabolism	0	0	0	0
Mofidifar2018	hsa00450	Selenocompound metabolism	0	0	0	0
Snell2016	hsa00450	Selenocompound metabolism	0	0	0	0
Snell2018	hsa00450	Selenocompound metabolism	0	0	0	0
Yang2018	hsa00450	Selenocompound metabolism	0	0	0	0
Ziehm2017	hsa00450	Selenocompound metabolism	0	0	0	0
Aliper2016	hsa00471	D-Glutamine and D-glutamate metabolism	0	0	0	1
Barardo2017	hsa00471	D-Glutamine and D-glutamate metabolism	0	0	0	1
Calvert2016	hsa00471	D-Glutamine and D-glutamate metabolism	0	0	0	1
Donertas2018	hsa00471	D-Glutamine and D-glutamate metabolism	0	0	0	1
Fernandes2016	hsa00471	D-Glutamine and D-glutamate metabolism	0	0	0	1
Fuentealba2018	hsa00471	D-Glutamine and D-glutamate metabolism	0	0	0	1
Liu2016	hsa00471	D-Glutamine and D-glutamate metabolism	0	0	0	1
Mofidifar2018	hsa00471	D-Glutamine and D-glutamate metabolism	0	0	0	1
Snell2016	hsa00471	D-Glutamine and D-glutamate metabolism	1	0	0	1
Snell2018	hsa00471	D-Glutamine and D-glutamate metabolism	0	0	0	1
Yang2018	hsa00471	D-Glutamine and D-glutamate metabolism	0	0	0	1
Ziehm2017	hsa00471	D-Glutamine and D-glutamate metabolism	0	0	0	1
Aliper2016	hsa00480	Glutathione metabolism	0	0.22727272727272727	0.22727272727272727	0.36363636363636365
Barardo2017	hsa00480	Glutathione metabolism	0	0.22727272727272727	0.22727272727272727	0.36363636363636365
Calvert2016	hsa00480	Glutathione metabolism	0	0.22727272727272727	0.22727272727272727	0.36363636363636365
Donertas2018	hsa00480	Glutathione metabolism	0.09090909090909091	0.22727272727272727	0.22727272727272727	0.36363636363636365
Fernandes2016	hsa00480	Glutathione metabolism	0.045454545454545456	0.22727272727272727	0.22727272727272727	0.36363636363636365
Fuentealba2018	hsa00480	Glutathione metabolism	0.09090909090909091	0.22727272727272727	0.22727272727272727	0.36363636363636365
Liu2016	hsa00480	Glutathione metabolism	0.13636363636363635	0.22727272727272727	0.22727272727272727	0.36363636363636365
Mofidifar2018	hsa00480	Glutathione metabolism	0	0.22727272727272727	0.22727272727272727	0.36363636363636365
Snell2016	hsa00480	Glutathione metabolism	0.13636363636363635	0.22727272727272727	0.22727272727272727	0.36363636363636365
Snell2018	hsa00480	Glutathione metabolism	0.18181818181818182	0.22727272727272727	0.22727272727272727	0.36363636363636365
Yang2018	hsa00480	Glutathione metabolism	0	0.22727272727272727	0.22727272727272727	0.36363636363636365
Ziehm2017	hsa00480	Glutathione metabolism	0.09090909090909091	0.22727272727272727	0.22727272727272727	0.36363636363636365
Aliper2016	hsa00500	Starch and sucrose metabolism	0	0	0.2	0.4
Barardo2017	hsa00500	Starch and sucrose metabolism	0	0	0.2	0.4
Calvert2016	hsa00500	Starch and sucrose metabolism	0	0	0.2	0.4
Donertas2018	hsa00500	Starch and sucrose metabolism	0	0	0.2	0.4
Fernandes2016	hsa00500	Starch and sucrose metabolism	0	0	0.2	0.4
Fuentealba2018	hsa00500	Starch and sucrose metabolism	0	0	0.2	0.4
Liu2016	hsa00500	Starch and sucrose metabolism	0.1	0	0.2	0.4
Mofidifar2018	hsa00500	Starch and sucrose metabolism	0	0	0.2	0.4
Snell2016	hsa00500	Starch and sucrose metabolism	0	0	0.2	0.4
Snell2018	hsa00500	Starch and sucrose metabolism	0.2	0	0.2	0.4
Yang2018	hsa00500	Starch and sucrose metabolism	0	0	0.2	0.4
Ziehm2017	hsa00500	Starch and sucrose metabolism	0	0	0.2	0.4
Aliper2016	hsa00511	Other glycan degradation	0	0	0	0
Barardo2017	hsa00511	Other glycan degradation	0	0	0	0
Calvert2016	hsa00511	Other glycan degradation	0	0	0	0
Donertas2018	hsa00511	Other glycan degradation	0	0	0	0
Fernandes2016	hsa00511	Other glycan degradation	0	0	0	0
Fuentealba2018	hsa00511	Other glycan degradation	0	0	0	0
Liu2016	hsa00511	Other glycan degradation	0	0	0	0
Mofidifar2018	hsa00511	Other glycan degradation	0	0	0	0
Snell2016	hsa00511	Other glycan degradation	0	0	0	0
Snell2018	hsa00511	Other glycan degradation	0	0	0	0
Yang2018	hsa00511	Other glycan degradation	0	0	0	0
Ziehm2017	hsa00511	Other glycan degradation	0	0	0	0
Aliper2016	hsa00515	Mannose type O-glycan biosynthesis	0	0	0	0
Barardo2017	hsa00515	Mannose type O-glycan biosynthesis	0	0	0	0
Calvert2016	hsa00515	Mannose type O-glycan biosynthesis	0	0	0	0
Donertas2018	hsa00515	Mannose type O-glycan biosynthesis	0	0	0	0
Fernandes2016	hsa00515	Mannose type O-glycan biosynthesis	0	0	0	0
Fuentealba2018	hsa00515	Mannose type O-glycan biosynthesis	0	0	0	0
Liu2016	hsa00515	Mannose type O-glycan biosynthesis	0	0	0	0
Mofidifar2018	hsa00515	Mannose type O-glycan biosynthesis	0	0	0	0
Snell2016	hsa00515	Mannose type O-glycan biosynthesis	0	0	0	0
Snell2018	hsa00515	Mannose type O-glycan biosynthesis	0	0	0	0
Yang2018	hsa00515	Mannose type O-glycan biosynthesis	0	0	0	0
Ziehm2017	hsa00515	Mannose type O-glycan biosynthesis	0	0	0	0
Aliper2016	hsa00520	Amino sugar and nucleotide sugar metabolism	0	0	0.3333333333333333	0.16666666666666666
Barardo2017	hsa00520	Amino sugar and nucleotide sugar metabolism	0	0	0.3333333333333333	0.16666666666666666
Calvert2016	hsa00520	Amino sugar and nucleotide sugar metabolism	0	0	0.3333333333333333	0.16666666666666666
Donertas2018	hsa00520	Amino sugar and nucleotide sugar metabolism	0	0	0.3333333333333333	0.16666666666666666
Fernandes2016	hsa00520	Amino sugar and nucleotide sugar metabolism	0	0	0.3333333333333333	0.16666666666666666
Fuentealba2018	hsa00520	Amino sugar and nucleotide sugar metabolism	0	0	0.3333333333333333	0.16666666666666666
Liu2016	hsa00520	Amino sugar and nucleotide sugar metabolism	0	0	0.3333333333333333	0.16666666666666666
Mofidifar2018	hsa00520	Amino sugar and nucleotide sugar metabolism	0	0	0.3333333333333333	0.16666666666666666
Snell2016	hsa00520	Amino sugar and nucleotide sugar metabolism	0	0	0.3333333333333333	0.16666666666666666
Snell2018	hsa00520	Amino sugar and nucleotide sugar metabolism	0	0	0.3333333333333333	0.16666666666666666
Yang2018	hsa00520	Amino sugar and nucleotide sugar metabolism	0	0	0.3333333333333333	0.16666666666666666
Ziehm2017	hsa00520	Amino sugar and nucleotide sugar metabolism	0	0	0.3333333333333333	0.16666666666666666
Aliper2016	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	0	0	0.5	0.5
Barardo2017	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	0	0	0.5	0.5
Calvert2016	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	0	0	0.5	0.5
Donertas2018	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	0	0	0.5	0.5
Fernandes2016	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	0	0	0.5	0.5
Fuentealba2018	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	0	0	0.5	0.5
Liu2016	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	0	0	0.5	0.5
Mofidifar2018	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	0	0	0.5	0.5
Snell2016	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	0	0	0.5	0.5
Snell2018	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	0	0	0.5	0.5
Yang2018	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	0	0	0.5	0.5
Ziehm2017	hsa00524	Neomycin, kanamycin and gentamicin biosynthesis	0	0	0.5	0.5
Aliper2016	hsa00531	Glycosaminoglycan degradation	0	0	0	0
Barardo2017	hsa00531	Glycosaminoglycan degradation	0	0	0	0
Calvert2016	hsa00531	Glycosaminoglycan degradation	0	0	0	0
Donertas2018	hsa00531	Glycosaminoglycan degradation	0	0	0	0
Fernandes2016	hsa00531	Glycosaminoglycan degradation	0	0	0	0
Fuentealba2018	hsa00531	Glycosaminoglycan degradation	0	0	0	0
Liu2016	hsa00531	Glycosaminoglycan degradation	0	0	0	0
Mofidifar2018	hsa00531	Glycosaminoglycan degradation	0	0	0	0
Snell2016	hsa00531	Glycosaminoglycan degradation	0	0	0	0
Snell2018	hsa00531	Glycosaminoglycan degradation	0	0	0	0
Yang2018	hsa00531	Glycosaminoglycan degradation	0	0	0	0
Ziehm2017	hsa00531	Glycosaminoglycan degradation	0	0	0	0
Aliper2016	hsa00532	Glycosaminoglycan biosynthesis	0	0	0	0
Barardo2017	hsa00532	Glycosaminoglycan biosynthesis	0	0	0	0
Calvert2016	hsa00532	Glycosaminoglycan biosynthesis	0	0	0	0
Donertas2018	hsa00532	Glycosaminoglycan biosynthesis	0	0	0	0
Fernandes2016	hsa00532	Glycosaminoglycan biosynthesis	0	0	0	0
Fuentealba2018	hsa00532	Glycosaminoglycan biosynthesis	0	0	0	0
Liu2016	hsa00532	Glycosaminoglycan biosynthesis	0	0	0	0
Mofidifar2018	hsa00532	Glycosaminoglycan biosynthesis	0	0	0	0
Snell2016	hsa00532	Glycosaminoglycan biosynthesis	0	0	0	0
Snell2018	hsa00532	Glycosaminoglycan biosynthesis	0	0	0	0
Yang2018	hsa00532	Glycosaminoglycan biosynthesis	0	0	0	0
Ziehm2017	hsa00532	Glycosaminoglycan biosynthesis	0	0	0	0
Aliper2016	hsa00561	Glycerolipid metabolism	0	0.07692307692307693	0	0.15384615384615385
Barardo2017	hsa00561	Glycerolipid metabolism	0.07692307692307693	0.07692307692307693	0	0.15384615384615385
Calvert2016	hsa00561	Glycerolipid metabolism	0.07692307692307693	0.07692307692307693	0	0.15384615384615385
Donertas2018	hsa00561	Glycerolipid metabolism	0.07692307692307693	0.07692307692307693	0	0.15384615384615385
Fernandes2016	hsa00561	Glycerolipid metabolism	0	0.07692307692307693	0	0.15384615384615385
Fuentealba2018	hsa00561	Glycerolipid metabolism	0.07692307692307693	0.07692307692307693	0	0.15384615384615385
Liu2016	hsa00561	Glycerolipid metabolism	0.07692307692307693	0.07692307692307693	0	0.15384615384615385
Mofidifar2018	hsa00561	Glycerolipid metabolism	0	0.07692307692307693	0	0.15384615384615385
Snell2016	hsa00561	Glycerolipid metabolism	0	0.07692307692307693	0	0.15384615384615385
Snell2018	hsa00561	Glycerolipid metabolism	0	0.07692307692307693	0	0.15384615384615385
Yang2018	hsa00561	Glycerolipid metabolism	0	0.07692307692307693	0	0.15384615384615385
Ziehm2017	hsa00561	Glycerolipid metabolism	0	0.07692307692307693	0	0.15384615384615385
Aliper2016	hsa00562	Inositol phosphate metabolism	0	0.18181818181818182	0.22727272727272727	0.5
Barardo2017	hsa00562	Inositol phosphate metabolism	0.13636363636363635	0.18181818181818182	0.22727272727272727	0.5
Calvert2016	hsa00562	Inositol phosphate metabolism	0.22727272727272727	0.18181818181818182	0.22727272727272727	0.5
Donertas2018	hsa00562	Inositol phosphate metabolism	0.3181818181818182	0.18181818181818182	0.22727272727272727	0.5
Fernandes2016	hsa00562	Inositol phosphate metabolism	0.09090909090909091	0.18181818181818182	0.22727272727272727	0.5
Fuentealba2018	hsa00562	Inositol phosphate metabolism	0.09090909090909091	0.18181818181818182	0.22727272727272727	0.5
Liu2016	hsa00562	Inositol phosphate metabolism	0.18181818181818182	0.18181818181818182	0.22727272727272727	0.5
Mofidifar2018	hsa00562	Inositol phosphate metabolism	0	0.18181818181818182	0.22727272727272727	0.5
Snell2016	hsa00562	Inositol phosphate metabolism	0.13636363636363635	0.18181818181818182	0.22727272727272727	0.5
Snell2018	hsa00562	Inositol phosphate metabolism	0.18181818181818182	0.18181818181818182	0.22727272727272727	0.5
Yang2018	hsa00562	Inositol phosphate metabolism	0	0.18181818181818182	0.22727272727272727	0.5
Ziehm2017	hsa00562	Inositol phosphate metabolism	0.4090909090909091	0.18181818181818182	0.22727272727272727	0.5
Aliper2016	hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	0	0	0	0
Barardo2017	hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	0	0	0	0
Calvert2016	hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	0	0	0	0
Donertas2018	hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	0	0	0	0
Fernandes2016	hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	0	0	0	0
Fuentealba2018	hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	0	0	0	0
Liu2016	hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	0	0	0	0
Mofidifar2018	hsa00563	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis	0	0	0	0
